,Unnamed: 0,property_id,address,property_name,description,num_bedroom,num_bathroom,area_size,price,transaction_type,property_type,parking,laundry,furnished,pet_friendly,latitude,longitude,build_year,smoking_allowed,air_conditioning,hardwood_floors,balcony
251,251,529954,28 B 16026 16028 103 Avenue Northwest,28 B 16026 16028 103 Avenue Northwest,28 B 16026 16028 103 Avenue Northwest,1,1.0,,1500,Rent,Duplex,outdoor,in_suite,True,False,53.545062612405,-113.59848588466,2000-01-01,False,True,True,True
252,252,316576,10815 83 Avenue NW,10815 83 Avenue NW,10815 83 Avenue NW,2,1.0,805,1800,Rent,Condo Unit,outdoor,in_suite,False,False,53.518833,-113.5101671,2000-01-01,False,False,True,False
253,253,508377,23107 77 Avenue NE,23107 77 Avenue NE,23107 77 Avenue NE,1,1.0,1064,1220,Rent,Apartment,underground,in_suite,False,True,53.5096893,-113.7157923,2000-01-01,False,False,False,False
254,254,498456,8919 83 Ave NW,8919 83 Ave NW,8919 83 Ave NW,1.5,1.0,825,940,Rent,Basement,outdoor,shared,True,False,53.5186648,-113.4655759,2000-01-01,False,False,True,False
255,255,493176,920 156 Street Northwest,920 156 Street Northwest,920 156 Street Northwest,1,1.0,600,1300,Rent,Condo Unit,outdoor,in_suite,False,True,53.4401942,-113.5921843,2000-01-01,False,True,False,True
256,256,518773,,,,2,1.0,900,1400,Rent,Basement,garage,shared,True,False,53.5173292,-113.4669885,2000-01-01,False,True,False,True
257,257,472254,2393 Glenridding Boulevard Southwest,2393 Glenridding Boulevard Southwest,2393 Glenridding Boulevard Southwest,3.5,2.5,1440,1750,Rent,Townhouse,underground,shared,True,True,53.4206678,-113.6075543,2000-01-01,False,True,True,False
258,258,266988,11606 108 Ave,11606 108 Ave,11606 108 Ave,1,1.0,,1250,Rent,Condo Unit,underground,in_suite,False,False,53.553311,-113.521838,2000-01-01,False,False,False,False
259,259,369088,9128 99 Street Northwest,9128 99 Street Northwest,9128 99 Street Northwest,studio,1.0,450,825,Rent,Apartment,covered,shared,True,False,53.5270146,-113.4863059,2000-01-01,False,True,True,True
260,260,504054,11969 Jasper Ave,11969 Jasper Ave,11969 Jasper Ave,2,2.0,950,2900,Rent,Condo Unit,garage,in_suite,True,True,53.5407736,-113.5289202,2000-01-01,False,True,False,False
261,261,525748,5012 118 Avenue Northwest,5012 118 Avenue Northwest,5012 118 Avenue Northwest,3,1.0,1000,1275,Rent,Condo Unit,covered,shared,True,True,53.5706279,-113.4191213,2000-01-01,False,True,False,True
262,262,532223,172 Secord Drive Northwest,172 Secord Drive Northwest,172 Secord Drive Northwest,2.5,2.5,1100,1850,Rent,Townhouse,covered,in_suite,False,False,53.52938,-113.6979565,2000-01-01,False,True,False,True
263,263,477775,9999 111th Street NW,9999 111th Street NW,9999 111th Street NW,1,1.0,637,1220,Rent,Apartment,covered,in_suite,False,True,53.538051,-113.51213,2000-01-01,False,False,True,True
264,264,532012,12717 119 St,12717 119 St,12717 119 St,1,1.0,,750,Rent,Apartment,outdoor,shared,True,True,53.585942631469,-113.52576043015,2000-01-01,False,True,True,True
265,265,528540,18,18,18,1,1.0,,850,Rent,Apartment,covered,in_suite,False,False,53.5396363,-113.514458,2000-01-01,False,True,True,False
266,266,531995,12019 123 Street NW,12019 123 Street NW,12019 123 Street NW,3,1.0,1000,1350,Rent,Main Floor,covered,shared,False,True,53.5742273,-113.5337434,2000-01-01,False,False,True,False
267,267,518968,9947 157 Street NW,9947 157 Street NW,9947 157 Street NW,3,2.5,1629,1900,Rent,Duplex,covered,shared,True,False,53.5390027,-113.5917051,2000-01-01,False,False,True,False
268,268,497411,,,,1.5,1.0,690,1150,Rent,Basement,outdoor,shared,True,False,53.515346,-113.4641653,2000-01-01,False,True,False,True
269,269,531961,6306 167A Avenue Northwest,6306 167A Avenue Northwest,6306 167A Avenue Northwest,3,2.5,1768,1900,Rent,Duplex,covered,in_suite,False,False,53.6292645,-113.4377004,2000-01-01,False,False,False,False
270,270,531331,4787 Kinney Rd SW Edmonton AB T6W 5G4,4787 Kinney Rd SW Edmonton AB T6W 5G4,4787 Kinney Rd SW Edmonton AB T6W 5G4,3.5,2.5,,2400,Rent,House,covered,in_suite,True,False,53.4157298,-113.6263844,2000-01-01,False,True,True,False
271,271,462322,10153 117 St NW,10153 117 St NW,10153 117 St NW,1,1.0,822,1050,Rent,Condo Unit,outdoor,shared,True,False,53.5423167,-113.5226562,2000-01-01,False,False,False,True
272,272,515436,11415 100 Avenue Northwest,11415 100 Avenue Northwest,11415 100 Avenue Northwest,2,2.0,1108,1500,Rent,Condo Unit,outdoor,in_suite,True,False,53.5385598,-113.5181278,2000-01-01,False,True,True,False
273,273,530626,8739 118 Street Northwest,8739 118 Street Northwest,8739 118 Street Northwest,1,1.0,,1600,Rent,Basement,outdoor,in_suite,False,True,53.524464,-113.5338391,2000-01-01,False,False,True,True
274,274,529631,10312 111 Street,10312 111 Street,10312 111 Street,1,1.0,560,1450,Rent,Apartment,outdoor,shared,True,True,53.5450384,-113.5127219,2000-01-01,False,True,True,True
275,275,504666,11235 117 St,11235 117 St,11235 117 St,1,1.0,,800,Rent,Apartment,underground,in_suite,False,False,53.562017302499,-113.52296548666,2000-01-01,False,True,True,True
276,276,465256,,,,3,2.0,1700,1995,Rent,House,outdoor,in_suite,False,True,53.4684523,-113.5090775,2000-01-01,False,True,False,False
277,277,531999,12019 123 Street NW,12019 123 Street NW,12019 123 Street NW,2,1.0,1000,1250,Rent,Basement,covered,in_suite,True,True,53.5742273,-113.5337434,2000-01-01,False,True,False,True
278,278,472443,12015 82 st,12015 82 st,12015 82 st,1,1.0,,900,Rent,Apartment,underground,shared,False,True,53.5740237,-113.4668664,2000-01-01,False,True,False,False
279,279,531985,9487 227 Street Northwest,9487 227 Street Northwest,9487 227 Street Northwest,3,2.5,2158,2395,Rent,Main Floor,garage,in_suite,True,True,53.53253,-113.70843,2000-01-01,False,False,True,True
280,280,353250,11610 100 Avenue NW,11610 100 Avenue NW,11610 100 Avenue NW,1,1.0,1065,1505,Rent,Apartment,underground,in_suite,False,True,53.5390295,-113.5219847,2000-01-01,False,True,True,True
281,281,531960,BSMT 22204 87 Avenue Northwest,BSMT 22204 87 Avenue Northwest,BSMT 22204 87 Avenue Northwest,1,1.0,622,900,Rent,Basement,underground,shared,True,True,53.5213899,-113.69931,2000-01-01,False,False,True,True
282,282,515765,9002 58 Street Northwest,9002 58 Street Northwest,9002 58 Street Northwest,1,1.0,650,1200,Rent,Basement,garage,shared,True,True,53.5240434,-113.4249773,2000-01-01,False,True,True,True
283,283,275871,9925 Jasper Ave NW,9925 Jasper Ave NW,9925 Jasper Ave NW,1,1.0,666,1300,Rent,Apartment,outdoor,in_suite,True,False,53.5410853,-113.4883582,2000-01-01,False,False,False,False
284,284,470382,10180 103 ST NW,10180 103 ST NW,10180 103 ST NW,2,2.0,812,2750,Rent,Condo Unit,outdoor,shared,False,False,53.5428168,-113.4979767,2000-01-01,False,True,True,True
285,285,296579,,,,2,1.0,850,1250,Rent,Basement,garage,shared,True,True,53.6342091,-113.4523131,2000-01-01,False,True,False,True
286,286,435275,,,,3,2.0,,1700,Rent,Main Floor,garage,shared,True,False,53.6291862,-113.4620332,2000-01-01,False,True,False,True
287,287,531073,3866 Chrustawka Place Southwest,3866 Chrustawka Place Southwest,3866 Chrustawka Place Southwest,1,1.0,700,1125,Rent,Basement,covered,shared,False,True,53.4067184,-113.5860874,2000-01-01,False,True,True,False
288,288,267426,6710 110 st,6710 110 st,6710 110 st,2,1.0,800,1000,Rent,Apartment,covered,shared,False,False,53.5043403,-113.5149502,2000-01-01,False,False,False,False
289,289,528209,12419 55 Street Northwest,12419 55 Street Northwest,12419 55 Street Northwest,2,1.0,1400,1200,Rent,Main Floor,underground,shared,True,False,53.5804009,-113.4257204,2000-01-01,False,False,False,True
290,290,526694,Price Way/Price Lane/ Price Link,Price Way/Price Lane/ Price Link,Price Way/Price Lane/ Price Link,2,2.5,,1650,Rent,Townhouse,covered,in_suite,True,True,53.4156021,-113.5558947,2000-01-01,False,False,False,False
291,291,531289,10514 92 St NW,10514 92 St NW,10514 92 St NW,1,1.0,502,1095,Rent,Condo Unit,outdoor,shared,True,False,53.5508352,-113.4771036,2000-01-01,False,True,False,True
292,292,264014,155 Centennial Court,155 Centennial Court,155 Centennial Court,3,1.5,,1400,Rent,Townhouse,covered,in_suite,True,True,53.5478813,-113.6106309,2000-01-01,False,False,False,True
293,293,302421,10805 79 Avenue Northwest,10805 79 Avenue Northwest,10805 79 Avenue Northwest,1,1.0,800,1095,Rent,Apartment,covered,in_suite,False,False,53.5149704,-113.5097886,2000-01-01,False,True,False,True
294,294,529799,10310 102 St NW,10310 102 St NW,10310 102 St NW,1,1.0,1221,1495,Rent,Apartment,garage,shared,True,True,53.5450299,-113.49616,2000-01-01,False,True,False,False
295,295,325792,10615 110 St NW,10615 110 St NW,10615 110 St NW,1,1.0,850,895,Rent,Condo Unit,outdoor,shared,True,False,53.5502102,-113.5098618,2000-01-01,False,False,True,False
296,296,451992,12025 - 22 AVE SW,12025 - 22 AVE SW,12025 - 22 AVE SW,2.5,2.0,838 sq.ft.,1500,Rent,Condo Unit,outdoor,in_suite,True,False,53.4108668,-113.5352462,2000-01-01,False,False,False,False
297,297,515135,10503 98 Ave NW,10503 98 Ave NW,10503 98 Ave NW,2,2.0,1050,1400,Rent,Condo Unit,outdoor,shared,True,False,53.5354791,-113.5016368,2000-01-01,False,True,False,False
298,298,500895,10410 102 Avenue Northwest,10410 102 Avenue Northwest,10410 102 Avenue Northwest,1,1.0,,2195,Rent,Condo Unit,underground,in_suite,True,True,53.5431374,-113.4998299,2000-01-01,False,False,False,False
299,299,515636,11009 109A Ave NW,11009 109A Ave NW,11009 109A Ave NW,1,1.0,490,1380,Rent,Apartment,covered,in_suite,True,True,53.5554803,-113.5113285,2000-01-01,False,True,True,True
300,300,484241,8707 (bsmt) 221 Street Northwest,8707 (bsmt) 221 Street Northwest,8707 (bsmt) 221 Street Northwest,1,1.0,,900,Rent,Basement,covered,in_suite,False,False,53.521470061234,-113.697599130688,2000-01-01,False,True,False,True
301,301,437712,11147 82 Ave NW,11147 82 Ave NW,11147 82 Ave NW,studio,1.0,0,1553,Rent,Apartment,underground,in_suite,True,True,53.51779,-113.520321,2000-01-01,False,False,False,True
302,302,532008,17906 9A Avenue Southwest,17906 9A Avenue Southwest,17906 9A Avenue Southwest,3,2.5,1800,2250,Rent,House,garage,in_suite,False,True,53.4255084,-113.6302199,2000-01-01,False,True,False,True
303,303,289380,11819 106 Street NW,11819 106 Street NW,11819 106 Street NW,studio,1.0,200,675,Rent,Apartment,garage,in_suite,True,True,53.570953,-113.502214,2000-01-01,False,True,False,False
304,304,488561,10226 104 St NW,10226 104 St NW,10226 104 St NW,1,1.0,610,1595,Rent,Condo Unit,outdoor,shared,False,False,53.5438488,-113.4993579,2000-01-01,False,True,True,True
305,305,289289,10730 111 Street NW,10730 111 Street NW,10730 111 Street NW,studio,1.0,295,825,Rent,Apartment,covered,in_suite,True,True,53.552402,-113.512437,2000-01-01,False,True,True,False
306,306,328493,10721 108 Street NW,10721 108 Street NW,10721 108 Street NW,studio,1.0,360,849,Rent,Apartment,outdoor,in_suite,False,True,53.5520387,-113.506318,2000-01-01,False,True,False,True
307,307,289320,10716 107 Street NW,10716 107 Street NW,10716 107 Street NW,studio,1.0,461,795,Rent,Apartment,outdoor,in_suite,False,True,53.5518923,-113.5051581,2000-01-01,False,False,False,False
308,308,289322,10620 102 Street NW,10620 102 Street NW,10620 102 Street NW,1,1.0,695,849,Rent,Apartment,outdoor,shared,True,True,53.5503659,-113.495786,2000-01-01,False,False,False,True
309,309,444493,10360 102 St NW,10360 102 St NW,10360 102 St NW,2,2.0,1000,2950,Rent,Condo Unit,covered,shared,False,True,53.5460192,-113.495815,2000-01-01,False,True,False,True
310,310,289369,10605 112 Street NW,10605 112 Street NW,10605 112 Street NW,studio,1.0,421,725,Rent,Apartment,outdoor,in_suite,False,True,53.5501519,-113.5134194,2000-01-01,False,False,True,False
311,311,289288,10820 114 Street NW,10820 114 Street NW,10820 114 Street NW,1,1.0,613,849,Rent,Apartment,outdoor,in_suite,False,True,53.5537909,-113.517959,2000-01-01,False,True,True,True
312,312,276362,,,,2,1.0,1200,1200,Rent,Basement,garage,in_suite,False,False,53.62112,-113.47568,2000-01-01,False,True,False,True
313,313,308391,10615 111 Street NW,10615 111 Street NW,10615 111 Street NW,studio,1.0,455,795,Rent,Apartment,garage,in_suite,False,True,53.5503408,-113.5117343,2000-01-01,False,False,False,False
314,314,461638,7454 Getty Way Northwest,7454 Getty Way Northwest,7454 Getty Way Northwest,3,2.5,,2100,Rent,House,outdoor,shared,True,True,53.5003907,-113.6793591,2000-01-01,False,False,False,False
315,315,294095,10356 92 Street,10356 92 Street,10356 92 Street,studio,1.0,356,869,Rent,Apartment,outdoor,shared,True,True,53.5492425,-113.4761906,2000-01-01,False,False,True,True
316,316,486138,10618 34th Street,10618 34th Street,10618 34th Street,1,1.0,700,900,Rent,Apartment,garage,in_suite,True,True,53.5603532,-113.3943495,2000-01-01,False,True,True,True
317,317,345830,10152 104 Street Northwest T5J 1A7,10152 104 Street Northwest T5J 1A7,10152 104 Street Northwest T5J 1A7,1,1.0,780,2000,Rent,Condo Unit,garage,in_suite,False,False,53.5421904,-113.499459,2000-01-01,False,False,True,True
318,318,289356,10735 104 Street NW,10735 104 Street NW,10735 104 Street NW,1,1.0,646,915,Rent,Apartment,covered,shared,False,True,53.552684,-113.498709,2000-01-01,False,True,True,True
319,319,522693,10011 123 St NW,10011 123 St NW,10011 123 St NW,2,2.0,1011,2450,Rent,Condo Unit,covered,shared,True,False,53.5410732,-113.5335817,2000-01-01,False,False,False,True
320,320,402727,13220 140 St NW | 13528 140 St NW,13220 140 St NW | 13528 140 St NW,13220 140 St NW | 13528 140 St NW,2,1.0,1030,1223,Rent,Townhouse,outdoor,in_suite,False,True,53.5959698,-113.5622913,2000-01-01,False,False,False,False
321,321,302013,9939 109 St NW,9939 109 St NW,9939 109 St NW,2,2.0,,1550,Rent,Apartment,garage,in_suite,False,False,53.5555836,-113.4901865,2000-01-01,False,False,False,False
322,322,289266,7107 79 Avenue NW,7107 79 Avenue NW,7107 79 Avenue NW,studio,1.0,292,818,Rent,Apartment,covered,shared,True,True,53.514529,-113.437475,2000-01-01,False,True,False,True
323,323,289280,10443 156 Street NW,10443 156 Street NW,10443 156 Street NW,1,1.0,570,989,Rent,Apartment,outdoor,shared,True,True,53.547816,-113.5900794,2000-01-01,False,False,False,True
324,324,289355,10330 115 St NW,10330 115 St NW,10330 115 St NW,1,1.0,421,999,Rent,Apartment,garage,in_suite,True,True,53.5454555,-113.5198304,2000-01-01,False,True,True,False
325,325,367034,16807 100 Avenue,16807 100 Avenue,16807 100 Avenue,2,2.0,950,1580,Rent,Condo Unit,outdoor,in_suite,True,False,53.5388416,-113.6113696,2000-01-01,False,True,True,True
326,326,531536,1149 Rutherford Close Southwest,1149 Rutherford Close Southwest,1149 Rutherford Close Southwest,4.5,2.5,2195,2400,Rent,House,outdoor,in_suite,False,True,53.4244628,-113.5320835,2000-01-01,False,True,True,False
327,327,289407,10635 115 Street NW,10635 115 Street NW,10635 115 Street NW,studio,1.0,330,825,Rent,Apartment,underground,shared,False,True,53.5507264,-113.5190194,2000-01-01,False,True,False,True
328,328,455550,8515 112 Street NW,8515 112 Street NW,8515 112 Street NW,studio,1.0,425,1165,Rent,Apartment,underground,in_suite,True,True,53.5214824,-113.5202676,2000-01-01,False,True,True,True
329,329,334204,11255 117 Street,11255 117 Street,11255 117 Street,1,1.0,547,915,Rent,Apartment,garage,shared,False,True,53.5626688,-113.5232376,2000-01-01,False,True,True,True
330,330,289370,16404 115 Street NW,16404 115 Street NW,16404 115 Street NW,1,1.0,630,1120,Rent,Apartment,outdoor,in_suite,True,True,53.625677,-113.52429,2000-01-01,False,False,True,False
331,331,289335,10835 115 Street NW,10835 115 Street NW,10835 115 Street NW,studio,1.0,460,825,Rent,Apartment,underground,in_suite,False,True,53.554133,-113.518942,2000-01-01,False,True,False,False
332,332,438121,4432 117 Street Northwest,4432 117 Street Northwest,4432 117 Street Northwest,3,1.0,"1,000",1850,Rent,Main Floor,outdoor,in_suite,False,False,53.4823959,-113.5326555,2000-01-01,False,True,False,True
333,333,294092,7108 79 Avenue,7108 79 Avenue,7108 79 Avenue,1,1.0,445,999,Rent,Apartment,garage,shared,False,True,53.515419,-113.437445,2000-01-01,False,False,True,False
334,334,289315,3820 134 Avenue NW,3820 134 Avenue NW,3820 134 Avenue NW,studio,1.0,1124,970,Rent,Apartment,covered,shared,True,True,53.5950996,-113.3998025,2000-01-01,False,True,True,True
335,335,527664,#1 2565 Hanna Crescent Northwest,#1 2565 Hanna Crescent Northwest,#1 2565 Hanna Crescent Northwest,2,2.5,1500,1750,Rent,Duplex,garage,shared,True,False,53.4491436,-113.5943893,2000-01-01,False,True,True,True
336,336,289310,10723 102 Street NW,10723 102 Street NW,10723 102 Street NW,1,1.0,667,869,Rent,Apartment,garage,in_suite,False,True,53.55206,-113.494891,2000-01-01,False,False,False,True
337,337,289326,10630 105 Street NW,10630 105 Street NW,10630 105 Street NW,studio,1.0,272,745,Rent,Apartment,underground,in_suite,False,True,53.550614,-113.501382,2000-01-01,False,False,True,False
338,338,497880,8927 77 Ave NW,8927 77 Ave NW,8927 77 Ave NW,2,1.0,1142,1450,Rent,Basement,garage,in_suite,True,True,53.513022,-113.465666,2000-01-01,False,True,True,False
339,339,530359,120 Brander Drive Northwest,120 Brander Drive Northwest,120 Brander Drive Northwest,6,3.5,,3500,Rent,House,covered,in_suite,False,True,53.496492,-113.5799943,2000-01-01,False,True,True,False
340,340,289317,11937 105 Street NW,11937 105 Street NW,11937 105 Street NW,1,1.0,633,950,Rent,Apartment,underground,in_suite,True,True,53.5732567,-113.5006476,2000-01-01,False,False,False,True
341,341,518815,11933 Jasper Ave,11933 Jasper Ave,11933 Jasper Ave,1,1.0,,1500,Rent,Condo Unit,underground,shared,False,True,53.5406267,-113.5279824,2000-01-01,False,True,False,False
342,342,289352,10320 115 St NW,10320 115 St NW,10320 115 St NW,1,1.0,490,999,Rent,Apartment,covered,shared,False,True,53.5452081,-113.5199233,2000-01-01,False,False,True,False
343,343,529824,2531 Cole Crescent Southwest,2531 Cole Crescent Southwest,2531 Cole Crescent Southwest,4,2.5,1538,2395,Rent,House,covered,shared,True,False,53.404386,-113.5326604,2000-01-01,False,False,False,True
344,344,289391,10316 119 Street NW,10316 119 Street NW,10316 119 Street NW,studio,1.0,539,950,Rent,Apartment,underground,shared,False,True,53.5451843,-113.5272037,2000-01-01,False,True,True,False
345,345,289319,10224 122 Street NW,10224 122 Street NW,10224 122 Street NW,studio,1.0,463,875,Rent,Apartment,garage,shared,True,True,53.543706,-113.532603,2000-01-01,False,True,False,False
346,346,444786,10529 151 St NW,10529 151 St NW,10529 151 St NW,3,1.0,1315,2200,Rent,Main Floor,covered,in_suite,False,False,53.548905776827,-113.581291322754,2000-01-01,False,False,True,True
347,347,289395,11233 124 Street NW,11233 124 Street NW,11233 124 Street NW,studio,1.0,419,799,Rent,Apartment,garage,in_suite,True,True,53.561588,-113.535438,2000-01-01,False,False,True,True
348,348,480826,,,,2,1.5,950,1350,Rent,Condo Unit,outdoor,in_suite,True,False,53.5109904,-113.5950128,2000-01-01,False,True,True,True
349,349,289385,"10727 110 Street Northwest, Edmonton, AB, Canada","10727 110 Street Northwest, Edmonton, AB, Canada","10727 110 Street Northwest, Edmonton, AB, Canada",studio,1.0,326,745,Rent,Apartment,covered,shared,False,True,53.5522171,-113.5099959,2000-01-01,False,False,False,False
350,350,514895,3149 151 Avenue NW,3149 151 Avenue NW,3149 151 Avenue NW,1,1.0,,1150,Rent,Apartment,garage,in_suite,False,True,53.6133928,-113.3883613,2000-01-01,False,True,True,True
351,351,526158,13516 102 Street Northwest,13516 102 Street Northwest,13516 102 Street Northwest,studio,1.0,,950,Rent,Condo Unit,covered,shared,True,False,53.5972498,-113.4959279,2000-01-01,False,True,False,False
352,352,289293,10720 108 Street NW,10720 108 Street NW,10720 108 Street NW,studio,1.0,329,795,Rent,Apartment,covered,in_suite,False,True,53.5521995,-113.5068953,2000-01-01,False,False,True,False
353,353,332361,1396 Knottwood Road East Northwest,1396 Knottwood Road East Northwest,1396 Knottwood Road East Northwest,3,1.5,1300,1350,Rent,Condo Unit,garage,in_suite,False,True,53.449057,-113.4398081,2000-01-01,False,True,True,True
354,354,289364,10638 106 Street NW,10638 106 Street NW,10638 106 Street NW,1,1.0,601,975,Rent,Apartment,underground,in_suite,False,True,53.550705,-113.503203,2000-01-01,False,False,True,False
355,355,299853,107 Village Acres NW,107 Village Acres NW,107 Village Acres NW,1,1.0,1163,999,Rent,Apartment,outdoor,in_suite,False,True,53.590387,-113.445221,2000-01-01,False,True,True,True
356,356,391868,10238 103 St NW,10238 103 St NW,10238 103 St NW,2,2.0,800,2050,Rent,Apartment,covered,shared,False,True,53.5440505,-113.4979589,2000-01-01,False,False,False,False
357,357,289311,10720 104 Street NW,10720 104 Street NW,10720 104 Street NW,studio,1.0,,719,Rent,Apartment,covered,in_suite,False,True,53.552003,-113.4996435,2000-01-01,False,True,True,False
358,358,531290,10720 78 Avenue Northwest,10720 78 Avenue Northwest,10720 78 Avenue Northwest,1,1.0,500,2195,Rent,Condo Unit,outdoor,shared,False,True,53.5144786,-113.5073132,2000-01-01,False,True,True,True
359,359,489788,9835 106 Street NW,9835 106 Street NW,9835 106 Street NW,studio,1.0,294,859,Rent,Apartment,covered,shared,True,False,53.536746,-113.5026401,2000-01-01,False,False,True,True
360,360,289349,10325 117 Street NW,10325 117 Street NW,10325 117 Street NW,studio,1.0,349,870,Rent,Apartment,underground,shared,False,True,53.545417,-113.522656,2000-01-01,False,True,True,False
361,361,531873,,,,2,1.0,950,1400,Rent,Basement,covered,shared,False,True,53.528751,-113.5828975,2000-01-01,False,True,True,False
362,362,326175,9304 69 Avenue Northwest,9304 69 Avenue Northwest,9304 69 Avenue Northwest,3,2.5,1500 (Main and Upper Level),2700,Rent,Duplex,garage,shared,False,True,53.50583,-113.470661,2000-01-01,False,True,True,True
363,363,289343,11820 101 Street NW,11820 101 Street NW,11820 101 Street NW,studio,1.0,1241,793,Rent,Apartment,garage,in_suite,False,True,53.570974,-113.494423,2000-01-01,False,False,True,False
364,364,531249,3660 109 Street Northwest,3660 109 Street Northwest,3660 109 Street Northwest,3,1.5,1200,1600,Rent,Main Floor,outdoor,shared,False,True,53.4718906,-113.5114662,2000-01-01,False,False,False,True
365,365,466914,10055 118 St NW,10055 118 St NW,10055 118 St NW,2,1.0,751,1599,Rent,Apartment,covered,shared,False,False,53.540367950399,-113.52459850423,2000-01-01,False,False,False,True
366,366,289374,10325 123 Street NW,10325 123 Street NW,10325 123 Street NW,1,1.0,614,1000,Rent,Apartment,underground,in_suite,True,True,53.5451371,-113.5336247,2000-01-01,False,False,False,True
367,367,289294,10610 115 Street NW,10610 115 Street NW,10610 115 Street NW,studio,1.0,315,849,Rent,Apartment,garage,shared,True,True,53.550205,-113.520203,2000-01-01,False,True,False,True
368,368,355712,10735 107 St NW,10735 107 St NW,10735 107 St NW,studio,1.0,0,900,Rent,Apartment,underground,in_suite,True,True,53.5524368,-113.5043346,2000-01-01,False,True,True,True
369,369,289368,11906 104 Street NW,11906 104 Street NW,11906 104 Street NW,1,1.0,565,1105,Rent,Apartment,garage,in_suite,False,True,53.5722653,-113.4996503,2000-01-01,False,True,True,True
370,370,431737,10730 102 St NW,10730 102 St NW,10730 102 St NW,studio,1.0,501,764,Rent,Apartment,outdoor,in_suite,False,True,53.5523007,-113.4959436,2000-01-01,False,False,True,True
371,371,289324,"13220 113A Street NW |
13225 - 114  Street NW","13220 113A Street NW |
13225 - 114  Street NW","13220 113A Street NW |
13225 - 114  Street NW",studio,1.0,422,845,Rent,Apartment,underground,in_suite,True,True,53.593036,-113.5170725,2000-01-01,False,False,False,True
372,372,294094,11124 124 Street,11124 124 Street,11124 124 Street,studio,1.0,257,775,Rent,Apartment,covered,shared,False,True,53.5594913,-113.5364087,2000-01-01,False,True,False,False
373,373,289313,10730 109 Street NW,10730 109 Street NW,10730 109 Street NW,1,1.0,553,849,Rent,Apartment,underground,in_suite,True,True,53.5523485,-113.5087132,2000-01-01,False,True,True,False
374,374,289291,12235 129A Street NW,12235 129A Street NW,12235 129A Street NW,2,1.0,850,1329,Rent,Townhouse,outdoor,shared,True,True,53.5771894,-113.5470435,2000-01-01,False,True,False,False
375,375,466379,11310 109 Avenue NW,11310 109 Avenue NW,11310 109 Avenue NW,studio,1.0,,950,Rent,Apartment,outdoor,in_suite,True,True,53.5548969,-113.5174698,2000-01-01,False,True,True,False
376,376,299441,3307 116A Avenue N.W.,3307 116A Avenue N.W.,3307 116A Avenue N.W.,3,1.0,1120,1250,Rent,Townhouse,outdoor,in_suite,True,False,53.5688206,-113.392764,2000-01-01,False,True,False,True
377,377,289362,15628 100 Avenue NW,15628 100 Avenue NW,15628 100 Avenue NW,studio,1.0,661,975,Rent,Apartment,covered,shared,True,True,53.5395912,-113.592186,2000-01-01,False,False,False,True
378,378,397916,12840 129 St NW,12840 129 St NW,12840 129 St NW,2,1.0,1100,1250,Rent,Basement,underground,in_suite,False,True,53.5872699,-113.5448369,2000-01-01,False,True,True,True
379,379,289406,10203 156 Street NW,10203 156 Street NW,10203 156 Street NW,1,1.0,596,1035,Rent,Apartment,outdoor,shared,True,True,53.5435667,-113.5899243,2000-01-01,False,False,False,True
380,380,492889,11708 17 Avenue Southwest,11708 17 Avenue Southwest,11708 17 Avenue Southwest,3,2.5,1200,1699,Rent,Duplex,covered,in_suite,False,False,53.415692,-113.5271949,2000-01-01,False,True,True,False
381,381,296454,10625 113 Street NW,10625 113 Street NW,10625 113 Street NW,studio,1.0,342,870,Rent,Apartment,garage,shared,True,True,53.550499,-113.515114,2000-01-01,False,True,True,True
382,382,289309,11217 124 Street NW,11217 124 Street NW,11217 124 Street NW,studio,1.0,218,718,Rent,Apartment,outdoor,shared,False,True,53.561058,-113.535445,2000-01-01,False,True,False,False
383,383,289284,10633 110 St NW,10633 110 St NW,10633 110 St NW,studio,1.0,271,849,Rent,Apartment,outdoor,shared,False,True,53.550612,-113.50959,2000-01-01,False,True,True,True
384,384,289292,10715 104 Street NW,10715 104 Street NW,10715 104 Street NW,studio,1.0,340,775,Rent,Apartment,underground,in_suite,True,True,53.551999,-113.498709,2000-01-01,False,True,False,False
385,385,395850,10360 102 St NW,10360 102 St NW,10360 102 St NW,1,1.0,560,2500,Rent,Condo Unit,covered,shared,True,True,53.5457543,-113.4962335,2000-01-01,False,False,True,False
386,386,289327,11930 104 Street NW,11930 104 Street NW,11930 104 Street NW,studio,1.0,400,950,Rent,Apartment,garage,shared,False,True,53.5728825,-113.4996809,2000-01-01,False,False,True,False
387,387,531576,Beaumaris Road Northwest,Beaumaris Road Northwest,Beaumaris Road Northwest,4,1.5,,1700,Rent,Townhouse,garage,in_suite,False,True,53.6210062,-113.5073151,2000-01-01,False,True,False,True
388,388,289272,10729 104 Street NW,10729 104 Street NW,10729 104 Street NW,1,1.0,625,900,Rent,Apartment,underground,shared,True,True,53.5523759,-113.4988179,2000-01-01,False,False,True,False
389,389,525551,2788 Blatchford Road,2788 Blatchford Road,2788 Blatchford Road,3,3.5,2159,2695,Rent,Townhouse,garage,shared,True,False,53.5681782,-113.5194235,2000-01-01,False,True,False,False
390,390,289345,11841 105 Street NW,11841 105 Street NW,11841 105 Street NW,studio,1.0,435,925,Rent,Apartment,underground,in_suite,False,True,53.5716896,-113.5008046,2000-01-01,False,True,False,False
